,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,time_to_rent
456,6,12,39.0,35000,Кировский,Ленинский проспект,1.0,1.0,0.0,1.0,0.0,1.0,12.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,1966.0,Монолитный,Наземная,7
458,5,12,37.0,35000,Приморский,Комендантский проспект,1.0,0.0,0.0,1.0,0.0,0.0,10.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Монолитно-кирпичный,Наземная,5
459,8,15,40.0,27000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.6,1.0,1 балкон,Во двор,Косметический,1999.0,Панельный,Наземная,7
460,11,19,34.0,32000,Калининский,Выборгская,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2018.0,Панельный,Наземная,6
461,9,24,38.5,35000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2019.0,Монолитный,Наземная,7
462,2,5,29.8,22000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,5.5,2.6677996422182466,1.0,нет балкона,На улицу,Косметический,1964.0,Монолитный,Наземная,10
463,6,18,40.0,40000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.5,1.0,1 лоджия,Во двор,Косметический,2008.0,Монолитно-кирпичный,Наземная,7
464,18,27,27.0,22000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2018.0,Монолитный,Наземная,1
465,3,12,40.0,45500,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,"1 лоджия, 1 балкон",Во двор,Дизайнерский,1990.0,Панельный,Наземная,3
466,5,10,35.0,40000,Курортный,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.6677996422182466,1.0,1 лоджия,Во двор,Дизайнерский,2020.0,Монолитно-кирпичный,Наземная,10
467,3,4,42.0,75000,Центральный,Гостиный двор,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,На улицу и двор,Евроремонт,1887.0,Кирпичный,Открытая,9
468,5,18,34.7,27000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.6677996422182466,1.0,1 балкон,На улицу и двор,Косметический,2009.0,Панельный,Наземная,2
469,2,11,54.0,40000,Фрунзенский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,1976.0,Кирпичный,Наземная,4
470,6,15,35.7,48000,Невский,Улица Дыбенко,1.0,1.0,0.0,1.0,0.0,1.0,11.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2011.0,Кирпичный,Открытая,3
471,4,5,34.77,27000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,10.6,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитный,Наземная,8
472,9,9,29.0,26000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,1967.0,Блочный,Наземная,1
473,1,9,31.4,20000,Кировский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.5,1.0,1 лоджия,Во двор,Косметический,1972.0,Панельный,Наземная,4
475,8,9,38.0,22000,Курортный,нет метро,1.0,1.0,0.0,0.0,0.0,0.0,7.5,2.5,1.0,1 лоджия,Во двор,Косметический,1966.0,Кирпичный,Наземная,7
476,3,5,42.0,70000,Центральный,Гостиный двор,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,Во двор,Дизайнерский,1887.0,Кирпичный,Наземная,4
477,2,7,58.0,55000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,1.0,1.0,20.0,3.0,1.0,1 лоджия,На улицу,Дизайнерский,2000.0,Кирпичный,Наземная,5
478,7,11,39.3,55000,Фрунзенский,Обводный канал,1.0,1.0,1.0,0.0,0.0,1.0,18.5,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2022.0,Монолитный,Наземная,10
479,13,15,39.0,27000,Красносельский,нет метро,1.0,1.0,0.0,0.0,1.0,1.0,11.0,2.6677996422182466,1.0,2 лоджии,На улицу,Косметический,2007.0,Кирпичный,Наземная,3
481,19,21,37.0,23000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2013.0,Кирпичный,Наземная,1
482,5,5,31.0,19000,Красносельский,Проспект Ветеранов,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,нет балкона,На улицу и двор,Косметический,1970.0,Кирпичный,Наземная,5
483,8,25,36.0,28000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2012.0,Кирпичный,Наземная,1
486,17,23,34.0,45000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,16.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2018.0,Монолитный,Подземная,5
487,11,26,50.0,49500,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,13.2,2.6,1.0,1 лоджия,Во двор,Дизайнерский,2014.0,Монолитный,Наземная,6
488,3,12,32.0,26000,Приморский,Беговая,1.0,1.0,0.0,1.0,0.0,1.0,14.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,2020.0,Блочный,Открытая,2
489,2,8,25.0,21000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,5
493,16,25,38.5,35000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,8.9,2.6677996422182466,1.0,1 лоджия,На улицу и двор,Косметический,2020.0,Панельный,Наземная,4
494,6,7,40.0,67000,Приморский,Проспект Просвещения,1.0,1.0,1.0,1.0,1.0,1.0,25.0,2.8,1.0,1 лоджия,Во двор,Дизайнерский,2017.0,Панельный,Наземная,4
495,14,21,40.0,39000,Курортный,нет метро,1.0,1.0,1.0,1.0,0.0,1.0,14.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2016.0,Монолитный,Наземная,6
498,5,8,42.0,70000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2019.0,Кирпичный,Подземная,4
499,5,20,46.0,34000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,14.5,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2012.0,Кирпичный,Наземная,6
500,5,25,34.3,34000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2013.0,Монолитно-кирпичный,Наземная,10
501,9,16,40.0,22000,Приморский,Удельная,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.8,1.0,1 балкон,Во двор,Косметический,1997.0,Панельный,Наземная,2
502,6,12,40.0,60000,Фрунзенский,Обводный канал,1.0,1.0,0.0,1.0,0.0,0.0,18.0,2.6677996422182466,1.0,1 балкон,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,10
503,14,18,43.0,42000,Невский,Улица Дыбенко,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2021.0,Панельный,Наземная,6
504,13,18,37.0,40000,Невский,Улица Дыбенко,1.0,1.0,1.0,1.0,0.0,1.0,17.0,2.6677996422182466,1.0,1 лоджия,Во двор,Дизайнерский,2021.0,Панельный,Наземная,6
505,6,11,48.2,55000,Василеостровский,Василеостровская,1.0,1.0,1.0,1.0,0.0,1.0,16.0,2.8,1.0,нет балкона,Во двор,Дизайнерский,2020.0,Монолитный,Подземная,1
506,20,22,30.0,20000,Красногвардейский,Девяткино,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2023.0,Монолитный,Наземная,1
507,1,9,30.0,23000,Кировский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,6.5,2.5,1.0,нет балкона,На улицу,Косметический,1969.0,Панельный,Наземная,1
508,5,9,30.1,35000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1968.0,Панельный,Наземная,1
509,2,3,45.0,40000,Приморский,нет метро,1.0,1.0,0.0,0.0,1.0,1.0,16.0,3.0,1.0,нет балкона,Во двор,Косметический,2022.0,Кирпичный,Наземная,10
511,12,21,50.0,33000,Калининский,Академическая,1.0,1.0,1.0,0.0,0.0,1.0,13.5,2.8,1.0,1 балкон,На улицу,Евроремонт,2005.0,Монолитно-кирпичный,Наземная,5
512,3,4,40.0,30000,Кронштадтский,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,17.0,3.5,1.0,нет балкона,Во двор,Косметический,1939.0,Кирпичный,Наземная,7
513,7,12,36.0,43000,Выборгский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,15.5,2.7,1.0,1 лоджия,Во двор,Косметический,2022.0,Монолитный,Наземная,3
515,5,5,40.0,45000,Василеостровский,Приморская,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,1965.0,Кирпичный,Наземная,1
521,5,25,36.0,30000,Невский,Проспект Большевиков,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2013.0,Панельный,Наземная,1
522,9,9,30.0,25000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,На улицу,Евроремонт,1980.0,Блочный,Наземная,1
523,7,16,38.0,40000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 лоджия,На улицу,Косметический,1997.0,Кирпичный,Наземная,1
524,20,20,36.0,36000,Красносельский,Автово,1.0,1.0,1.0,0.0,1.0,1.0,10.5,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2019.0,Монолитный,Наземная,4
525,4,5,41.3,28000,Красногвардейский,Ладожская,1.0,1.0,1.0,1.0,0.0,1.0,9.0,5.0,1.0,1 балкон,Во двор,Косметический,2008.0,Монолитно-кирпичный,Многоуровневая,1
526,20,21,44.0,45000,Приморский,Пионерская,1.0,1.0,1.0,0.0,0.0,0.0,15.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2022.0,Монолитный,Наземная,7
527,9,15,42.0,40000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2014.0,Монолитно-кирпичный,Наземная,1
528,11,15,39.8,35000,Выборгский,Озерки,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2016.0,Кирпичный,Наземная,4
529,3,25,35.0,30000,Невский,Пролетарская,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.6,1.0,1 лоджия,На улицу,Косметический,2019.0,Монолитный,Наземная,6
530,3,8,34.29,30000,Красносельский,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2022.0,Монолитный,Наземная,6
532,7,13,40.0,36000,Кировский,Ленинский проспект,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,На улицу,Косметический,1999.0,Монолитный,Наземная,3
533,11,25,39.0,33000,Приморский,Беговая,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитный,Наземная,2
534,13,27,35.0,26000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,0.0,11.0,2.6,1.0,1 лоджия,На улицу и двор,Евроремонт,2017.0,Кирпичный,Наземная,2
535,3,5,30.9,35000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,1 лоджия,Во двор,Косметический,1962.0,Блочный,Наземная,7
536,6,17,36.0,25000,Выборгский,Озерки,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2022.0,Монолитный,Наземная,3
538,17,18,32.0,35000,Московский,Звездная,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.7,1.0,1 лоджия,Во двор,Косметический,2018.0,Монолитный,Наземная,7
539,2,2,45.0,26000,Кировский,Нарвская,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.9,1.0,нет балкона,На улицу и двор,Косметический,1949.0,Кирпичный,Наземная,2
540,7,9,32.5,40000,Курортный,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,9.1,2.5,1.0,1 лоджия,На улицу,Косметический,2020.0,Монолитно-кирпичный,Наземная,2
541,1,5,40.0,29000,Курортный,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1965.0,Кирпичный,Наземная,4
542,5,25,40.0,26000,Невский,Проспект Большевиков,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,2.0,1 лоджия,На улицу и двор,Косметический,2013.0,Панельный,Наземная,10
544,5,7,36.0,60000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.8,1.0,1 лоджия,На улицу,Дизайнерский,2021.0,Монолитный,Наземная,2
545,10,12,38.0,45000,Выборгский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.8,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Подземная,3
546,7,17,37.0,37000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,1999.0,Кирпичный,Наземная,1
