,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,time_to_rent
295,11,16,45.0,30000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2005.0,Кирпичный,Наземная,1
296,5,6,36.0,55000,Петроградский,Петроградская,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.6,1.0,нет балкона,Во двор,Косметический,1969.0,Кирпичный,Наземная,1
297,11,11,34.4,60000,Фрунзенский,Обводный канал,1.0,1.0,1.0,0.0,0.0,1.0,11.4,2.8,1.0,1 балкон,Во двор,Дизайнерский,2020.0,Монолитный,Наземная,1
298,4,24,30.0,24000,Красногвардейский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.5,1.0,нет балкона,Во двор,Косметический,2023.0,Панельный,Наземная,1
299,3,9,34.0,32000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2017.0,Монолитный,Наземная,6
300,4,5,35.0,50000,Центральный,Обводный канал,1.0,1.0,0.0,1.0,0.0,1.0,10.0,3.3,1.0,нет балкона,Во двор,Евроремонт,1914.0,Кирпичный,Наземная,6
301,10,17,35.0,35000,Выборгский,Озерки,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.5,1.0,1 лоджия,Во двор,Косметический,1978.0,Кирпичный,Открытая,5
302,5,10,36.0,42000,Василеостровский,Василеостровская,1.0,1.0,1.0,0.0,0.0,1.0,10.4,2.7,1.0,1 лоджия,Во двор,Евроремонт,2018.0,Монолитный,Подземная,7
303,4,11,36.2,24000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.5,1.0,1 балкон,На улицу и двор,Косметический,1990.0,Кирпичный,Наземная,1
305,22,27,37.0,28000,Выборгский,Парнас,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.6,1.0,1 балкон,Во двор,Евроремонт,2022.0,Кирпичный,Наземная,2
306,2,18,43.0,36000,Приморский,Удельная,1.0,1.0,1.0,0.0,0.0,0.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2013.0,Монолитный,Наземная,3
307,8,24,35.0,34000,Приморский,Старая Деревня,1.0,1.0,1.0,1.0,0.0,1.0,18.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2016.0,Монолитный,Наземная,5
308,11,20,40.1,37000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,1.0,0.0,1.0,12.8,2.7,1.0,1 лоджия,На улицу,Евроремонт,2001.0,Кирпичный,Наземная,4
309,6,19,33.0,23000,Красносельский,Автово,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.5,2.0,нет балкона,Во двор,Евроремонт,2010.0,Панельный,Наземная,6
311,7,8,35.0,27000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,10.8,2.6,1.0,1 балкон,На улицу,Евроремонт,2022.0,Монолитный,Подземная,3
313,12,18,42.0,40000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.7,1.0,1 лоджия,На улицу и двор,Евроремонт,2020.0,Монолитный,Подземная,5
314,11,12,40.0,42000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,0.0,0.0,0.0,11.3,2.8,1.0,1 балкон,Во двор,Евроремонт,2015.0,Панельный,Подземная,3
315,6,8,44.9,30000,Приморский,Старая Деревня,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.7,1.0,1 балкон,На улицу,Косметический,2019.0,Кирпичный,Наземная,3
316,2,9,39.0,34000,Фрунзенский,Дунайская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,1983.0,Панельный,Открытая,4
317,10,14,35.0,30000,Приморский,Проспект Просвещения,1.0,1.0,0.0,1.0,0.0,0.0,10.0,2.7,1.0,1 балкон,Во двор,Косметический,2022.0,Панельный,Наземная,8
319,3,5,30.0,30000,Приморский,Черная речка,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,1965.0,Кирпичный,Наземная,4
320,7,12,40.0,25000,Приморский,Удельная,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.7,1.0,1 балкон,На улицу,Косметический,1993.0,Панельный,Наземная,7
321,6,25,33.0,25000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6,1.0,1 лоджия,Во двор,Дизайнерский,2021.0,Монолитный,Наземная,3
322,4,6,42.0,20000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,1.0,14.0,2.7,1.0,нет балкона,Во двор,Евроремонт,2014.0,Блочный,Наземная,3
323,3,3,46.7,20000,Кронштадтский,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,7.3,3.0,1.0,нет балкона,Во двор,Косметический,1917.0,Кирпичный,Наземная,3
324,4,4,50.0,65000,Центральный,Гостиный двор,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.9,1.0,нет балкона,На улицу,Дизайнерский,1849.0,Кирпичный,Наземная,7
325,3,13,33.68,28000,Приморский,нет метро,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Монолитный,Подземная,8
326,16,27,36.0,23000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.7,1.0,1 лоджия,Во двор,Косметический,2011.0,Монолитно-кирпичный,Наземная,7
329,2,27,39.0,25000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,0.0,16.0,2.7,1.0,1 балкон,На улицу и двор,Косметический,2011.0,Монолитно-кирпичный,Наземная,8
330,9,13,35.0,38000,Московский,Парк Победы,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,нет балкона,Во двор,Косметический,1968.0,Кирпичный,Наземная,3
331,17,24,32.0,22000,Красногвардейский,Девяткино,1.0,1.0,0.0,0.0,0.0,1.0,7.5,2.6,1.0,1 лоджия,На улицу,Косметический,2023.0,Панельный,Наземная,3
332,2,13,41.8,58000,Фрунзенский,Обводный канал,1.0,1.0,1.0,0.0,0.0,1.0,18.4,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,10
333,3,10,36.0,24000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.6,1.0,1 балкон,Во двор,Косметический,1994.0,Блочный,Наземная,2
334,15,20,33.1,37900,Приморский,нет метро,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,1
335,2,19,34.0,27000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.6,1.0,1 лоджия,Во двор,Косметический,2021.0,Монолитный,Наземная,1
336,8,10,32.0,27000,Выборгский,Озерки,1.0,1.0,1.0,0.0,0.0,1.0,6.5,2.5,1.0,нет балкона,На улицу,Евроремонт,1978.0,Панельный,Наземная,2
337,3,16,38.0,24000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.5,1.0,нет балкона,Во двор,Косметический,1984.0,Панельный,Наземная,2
338,5,29,36.0,26000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.6,1.0,нет балкона,Во двор,Косметический,2014.0,Кирпичный,Наземная,1
339,10,22,32.0,21500,Красногвардейский,Девяткино,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.7,1.0,1 балкон,Во двор,Косметический,2023.0,Монолитный,Наземная,2
340,2,19,34.8,42000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.7,1.0,нет балкона,На улицу,Косметический,2019.0,Монолитный,Наземная,2
341,7,14,40.0,40000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2016.0,Панельный,Подземная,2
342,5,11,45.0,50000,Приморский,Пионерская,1.0,1.0,0.0,1.0,0.0,1.0,20.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Панельный,Наземная,7
343,18,18,44.0,50000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,1.0,16.0,3.0,1.0,1 лоджия,На улицу и двор,Евроремонт,2018.0,Монолитно-кирпичный,Наземная,7
344,7,12,34.0,22000,Колпинский,нет метро,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2020.0,Монолитно-кирпичный,Наземная,10
345,4,26,43.0,40000,Выборгский,Удельная,1.0,1.0,0.0,0.0,1.0,1.0,12.0,2.8,1.0,1 лоджия,Во двор,Евроремонт,2004.0,Кирпичный,Наземная,10
346,10,23,48.0,37000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,15.0,2.6677996422182466,1.0,1 лоджия,На улицу и двор,Евроремонт,2021.0,Панельный,Подземная,5
347,22,25,35.0,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Наземная,3
348,4,10,45.0,54000,Центральный,Площадь Александра Невского,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,На улицу,Дизайнерский,2015.0,Кирпичный,Открытая,5
349,6,6,65.0,50000,Московский,Электросила,1.0,1.0,0.0,1.0,1.0,0.0,25.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1954.0,Блочный,Наземная,10
350,4,10,35.4,25000,Приморский,Удельная,1.0,1.0,0.0,0.0,0.0,0.0,8.3,2.5,1.0,1 лоджия,Во двор,Евроремонт,1996.0,Панельный,Наземная,1
351,8,25,33.0,33000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,7.8,2.7,1.0,1 лоджия,Во двор,Евроремонт,2019.0,Кирпичный,Наземная,3
352,4,8,55.0,60000,Петроградский,нет метро,1.0,1.0,0.0,1.0,1.0,1.0,30.0,2.6677996422182466,1.0,1 балкон,На улицу и двор,Косметический,2018.0,Монолитный,Наземная,3
353,14,25,32.0,22000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Монолитный,Наземная,1
354,22,23,36.0,33000,Невский,Рыбацкое,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Дизайнерский,2023.0,Блочный,Наземная,3
355,15,25,45.5,26000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 балкон,Во двор,Косметический,2007.0,Кирпичный,Наземная,9
357,11,13,39.0,50000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,14.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2021.0,Монолитно-кирпичный,Подземная,4
358,2,4,38.0,40000,Кронштадтский,нет метро,1.0,1.0,1.0,1.0,0.0,1.0,17.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2020.0,Кирпичный,Подземная,1
360,12,14,40.0,50000,Выборгский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,18.0,2.6,1.0,1 балкон,На улицу,Евроремонт,2022.0,Монолитный,Подземная,3
361,5,11,35.0,55000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,0.0,1.0,11.5,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитный,Наземная,2
363,3,9,33.8,20000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,8.7,2.5,1.0,1 балкон,На улицу,Косметический,1967.0,Кирпичный,Наземная,3
364,4,11,35.0,29000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.5,1.0,1 лоджия,Во двор,Косметический,2004.0,Монолитный,Наземная,7
365,2,9,31.0,30000,Калининский,Выборгская,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1967.0,Панельный,Наземная,4
367,6,13,33.74,43000,Приморский,Комендантский проспект,1.0,1.0,0.0,1.0,0.0,1.0,12.7,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2023.0,Монолитный,Подземная,7
368,14,26,38.0,30000,Выборгский,Озерки,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2011.0,Кирпичный,Наземная,5
369,2,14,37.0,38000,Московский,Парк Победы,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.8,1.0,1 балкон,На улицу,Евроремонт,2006.0,Монолитный,Наземная,5
370,2,25,30.9,23000,Красногвардейский,нет метро,1.0,1.0,0.0,0.0,0.0,1.0,7.5,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,2020.0,Монолитный,Наземная,4
371,2,25,38.8,40000,Московский,Звездная,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2013.0,Кирпичный,Наземная,5
372,4,20,50.0,55000,Приморский,Черная речка,1.0,1.0,0.0,1.0,0.0,1.0,11.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2015.0,Монолитно-кирпичный,Подземная,4
373,16,23,38.0,30000,Приморский,Пионерская,1.0,1.0,0.0,0.0,0.0,1.0,10.5,2.7,1.0,1 лоджия,На улицу,Евроремонт,2022.0,Монолитный,Подземная,1
374,3,24,37.5,28000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,11.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2012.0,Кирпичный,Наземная,1
375,3,9,27.9,23000,Кировский,Автово,1.0,1.0,1.0,0.0,0.0,1.0,6.2,2.5,1.0,1 балкон,Во двор,Косметический,1976.0,Панельный,Наземная,1
376,8,9,29.1,25000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,6.7,2.6,1.0,нет балкона,На улицу,Косметический,1969.0,Панельный,Наземная,0
377,7,7,40.0,45000,Курортный,Беговая,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2015.0,Монолитно-кирпичный,Наземная,1
378,11,12,38.0,35000,Кировский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.5,1.0,1 лоджия,Во двор,Косметический,1985.0,Блочный,Наземная,1
379,6,16,50.0,35000,Калининский,Академическая,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.5,1.0,1 балкон,На улицу и двор,Евроремонт,2005.0,Монолитный,Наземная,1
380,6,9,35.0,27000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,8.0,2.6,1.0,нет балкона,На улицу,Евроремонт,1978.0,Панельный,Наземная,1
381,5,16,35.0,25000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.7,1.0,1 балкон,Во двор,Косметический,2008.0,Кирпичный,Наземная,1
382,10,25,48.0,60000,Приморский,Пионерская,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2020.0,Кирпичный,Наземная,1
383,1,5,30.0,25000,Выборгский,Пионерская,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1962.0,Кирпичный,Наземная,1
384,5,5,40.0,40000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,17.0,3.3,1.0,1 лоджия,На улицу,Евроремонт,2021.0,Монолитный,Наземная,1
385,18,19,35.5,70000,Невский,Ломоносовская,1.0,1.0,1.0,1.0,0.0,1.0,17.1,2.7,1.0,1 балкон,Во двор,Дизайнерский,2021.0,Монолитный,Наземная,1
386,1,14,37.0,22000,Красногвардейский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,8.5,2.6,1.0,нет балкона,На улицу и двор,Косметический,1982.0,Панельный,Наземная,1
387,3,9,38.0,18000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.5,1.0,1 балкон,На улицу,Косметический,1986.0,Панельный,Наземная,1
388,2,5,33.0,22000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1963.0,Кирпичный,Наземная,1
389,2,6,32.0,35000,Кировский,Нарвская,1.0,1.0,1.0,0.0,1.0,1.0,7.0,2.5,1.0,нет балкона,На улицу,Косметический,1962.0,Кирпичный,Наземная,1
390,3,5,33.0,27000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.6,1.0,1 балкон,Во двор,Косметический,1966.0,Кирпичный,Наземная,1
391,4,15,36.0,45000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2022.0,Монолитный,Наземная,2
392,4,24,29.0,22000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2019.0,Блочный,Открытая,2
393,12,12,47.0,33000,Красносельский,Ленинский проспект,1.0,1.0,0.0,1.0,0.0,1.0,16.0,2.7,1.0,нет балкона,Во двор,Косметический,2010.0,Панельный,Наземная,3
394,3,5,31.0,23000,Красногвардейский,Лесная,1.0,1.0,0.0,0.0,0.0,0.0,6.2,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,1966.0,Блочный,Наземная,4
395,12,24,36.0,28000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Подземная,5
396,7,10,31.0,50000,Невский,Ломоносовская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,Во двор,Дизайнерский,2021.0,Кирпичный,Открытая,2
397,5,10,36.0,30000,Колпинский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,10.5,2.6,1.0,1 балкон,На улицу,Косметический,2017.0,Монолитный,Наземная,6
398,14,26,42.7,58000,Приморский,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,10.7,2.8,1.0,1 лоджия,На улицу,Дизайнерский,2007.0,Кирпичный,Наземная,4
399,4,20,46.0,55000,Приморский,Черная речка,1.0,1.0,0.0,0.0,0.0,0.0,11.0,2.8,2.0,1 лоджия,Во двор,Дизайнерский,2015.0,Монолитно-кирпичный,Наземная,6
401,7,7,32.4,27000,Калининский,Академическая,1.0,1.0,1.0,0.0,0.0,1.0,5.7,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Блочный,Наземная,2
402,7,10,43.0,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,12.5,2.6,1.0,1 балкон,Во двор,Евроремонт,2000.0,Блочный,Наземная,4
403,6,13,34.0,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,1
404,14,22,45.0,38000,Калининский,Академическая,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.8,1.0,1 лоджия,На улицу и двор,Евроремонт,2017.0,Монолитно-кирпичный,Подземная,3
406,1,13,33.0,24000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.5,1.0,нет балкона,Во двор,Косметический,1983.0,Панельный,Наземная,4
407,3,5,33.1,32000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,1
408,9,15,35.0,23000,Колпинский,Рыбацкое,1.0,0.0,1.0,1.0,0.0,0.0,10.0,2.6677996422182466,1.0,"1 лоджия, 1 балкон",На улицу,Евроремонт,2022.0,Кирпичный,Наземная,1
409,25,26,39.5,22000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,1.0,13.5,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Кирпичный,Наземная,2
411,2,12,40.0,34000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,нет балкона,На улицу,Косметический,2000.0,Монолитный,Открытая,3
414,5,5,36.0,25000,Кронштадтский,нет метро,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.6677996422182466,1.0,1 лоджия,На улицу,Косметический,1976.0,Кирпичный,Наземная,3
415,6,27,38.0,27000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,20.0,2.6,1.0,1 балкон,Во двор,Косметический,2022.0,Кирпичный,Наземная,8
418,7,24,35.0,34000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2019.0,Монолитный,Наземная,2
419,6,16,56.0,35000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,0.0,21.0,3.0,1.0,1 балкон,Во двор,Косметический,2004.0,Панельный,Наземная,5
420,4,6,40.0,40000,Курортный,нет метро,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,2018.0,Монолитный,Наземная,3
422,2,11,40.6,20000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.5,1.0,нет балкона,На улицу,Косметический,1996.0,Панельный,Наземная,6
424,7,15,37.0,40000,Калининский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.7,1.0,1 лоджия,Во двор,Косметический,2018.0,Монолитный,Наземная,6
425,7,27,36.8,22000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,13.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2012.0,Кирпичный,Наземная,4
427,4,5,32.0,22000,Петродворцовый,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,5.5,2.5,1.0,нет балкона,На улицу,Евроремонт,1970.0,Кирпичный,Наземная,1
428,7,9,36.7,19000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,1989.0,Кирпичный,Наземная,5
429,15,21,46.5,35000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,0.0,12.9,3.3,1.0,1 лоджия,Во двор,Евроремонт,2018.0,Монолитный,Наземная,5
430,8,9,45.0,38000,Кировский,Ленинский проспект,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.5,1.0,нет балкона,На улицу,Евроремонт,1963.0,Монолитный,Открытая,3
431,13,19,35.48,41000,Приморский,Комендантский проспект,1.0,1.0,0.0,1.0,0.0,1.0,16.3,2.8,1.0,1 балкон,На улицу,Дизайнерский,2021.0,Монолитный,Многоуровневая,2
432,4,5,38.0,50000,Красносельский,Ленинский проспект,1.0,1.0,1.0,1.0,0.0,1.0,22.0,3.0,1.0,1 балкон,На улицу,Дизайнерский,2020.0,Монолитно-кирпичный,Подземная,1
433,8,18,45.5,70000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,1.0,0.0,1.0,12.5,2.6677996422182466,1.0,нет балкона,Во двор,Дизайнерский,2018.0,Монолитный,Многоуровневая,1
434,5,9,35.0,25000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,1975.0,Панельный,Открытая,1
435,19,20,30.0,24000,Красногвардейский,Ладожская,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2006.0,Кирпичный,Открытая,1
436,7,21,37.0,30000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2012.0,Монолитный,Наземная,1
438,2,12,42.0,30000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6,1.0,нет балкона,Во двор,Косметический,1993.0,Панельный,Наземная,1
439,10,15,47.0,32000,Красногвардейский,Новочеркасская,1.0,1.0,0.0,0.0,0.0,1.0,12.0,2.5,1.0,1 лоджия,Во двор,Евроремонт,2008.0,Кирпичный,Наземная,1
440,7,15,38.6,31000,Калининский,Выборгская,1.0,1.0,0.0,0.0,0.0,1.0,13.7,2.7,1.0,1 лоджия,Во двор,Косметический,2017.0,Кирпичный,Наземная,1
441,5,12,38.0,23000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,На улицу,Косметический,1986.0,Панельный,Наземная,1
442,1,9,37.5,23000,Пушкинский,Шушары,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.7,1.0,нет балкона,Во двор,Евроремонт,2013.0,Кирпичный,Наземная,1
443,9,16,42.1,26400,Невский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 балкон,Во двор,Косметический,2007.0,Кирпичный,Наземная,1
444,16,18,38.0,37000,Василеостровский,Приморская,1.0,1.0,0.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2016.0,Монолитный,Наземная,1
446,12,18,32.2,36000,Выборгский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2012.0,Монолитный,Наземная,0
447,5,5,39.0,28000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,10.2,2.6677996422182466,1.0,2 балкона,Во двор,Евроремонт,2020.0,Монолитный,Наземная,10
448,2,5,54.0,39000,Выборгский,Удельная,1.0,1.0,1.0,1.0,1.0,1.0,25.0,3.0,1.0,нет балкона,На улицу,Дизайнерский,1957.0,Кирпичный,Наземная,5
449,11,15,33.1,65000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2022.0,Монолитный,Подземная,7
450,3,18,40.0,24000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.5,1.0,1 лоджия,На улицу,Дизайнерский,2010.0,Монолитно-кирпичный,Наземная,2
451,6,11,45.0,23000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитный,Наземная,3
452,4,9,34.0,20000,Петродворцовый,Автово,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.5,1.0,1 балкон,На улицу,Косметический,1978.0,Кирпичный,Наземная,0
453,7,16,45.0,25000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.5,1.0,1 лоджия,Во двор,Евроремонт,2009.0,Панельный,Наземная,4
454,2,12,25.0,58000,Фрунзенский,Лиговский проспект,1.0,1.0,1.0,1.0,0.0,1.0,7.0,2.6677996422182466,1.0,нет балкона,Во двор,Дизайнерский,2022.0,Монолитный,Открытая,4
455,14,25,37.0,22000,Выборгский,Парнас,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2019.0,Кирпичный,Наземная,5
