,id,time_post,time_parse,link,city,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,district,street,house_number,underground,Холодильник,Стиральная машина,Телевизор,Ванна,Мебель на кухне,Посудомоечная машина,Кондиционер,Интернет,Душевая кабина,Мебель в комнатах,Жилая площадь,Площадь кухни,Высота потолков,Планировка,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Аварийность,Парковка
79,295665840.0,27/11/2023  14:15,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295665840/,Санкт-Петербург,3,5,1,24.1,622,15000,Московский, Струве,14к2,Московская,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.1,5.0,,,1.0,1 балкон,Во двор,Косметический,2023.0,Монолитный,Нет,
80,295664422.0,27/11/2023  13:49,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295664422/,Санкт-Петербург,8,16,1,26.0,1153,30000,Приморский,Яхтенная ,24к2,Старая Деревня,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,8.0,2.7,,1.0,1 лоджия,На улицу,Дизайнерский,2016.0,Монолитный,Нет,Наземная
81,295662797.0,28/11/2023  15:07,28/01/2024 23:22,https://spb.cian.ru/rent/flat/295662797/,Санкт-Петербург,4,8,1,28.5,877,25000,Красносельский,проспект Буденного,23к1,Проспект Ветеранов,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,6.0,2.8,,1.0,1 лоджия,Во двор,Евроремонт,2023.0,Блочный,Нет,Подземная
82,295660663.0,27/11/2023  14:10,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295660663/,Санкт-Петербург,13,26,1,25.0,1000,25000,Приморский, Верхне-Каменская,11к1с1,Комендантский проспект,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,6.0,,,1.0,1 лоджия,На улицу,Евроремонт,2023.0,,Нет,Подземная
83,295657010.0,27/11/2023  12:21,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295657010/,Санкт-Петербург,8,12,1,24.5,1306,32000,Выборгский,Манчестерская ,3к2,Удельная,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,5.0,2.7,,1.0,1 лоджия,Во двор,Косметический,2022.0,Монолитный,Нет,Наземная
84,295655979.0,27/11/2023  12:00,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295655979/,Санкт-Петербург,4,18,1,23.9,1213,29000,Московский, Среднерогатская,12к1,Звездная,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9,2.0,,,1.0,1 лоджия,На улицу,Евроремонт,2018.0,Монолитный,Нет,Наземная
85,295655917.0,27/11/2023  11:59,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295655917/,Санкт-Петербург,10,10,-1,28.0,1464,41000,Невский, Крыленко,43К1,Улица Дыбенко,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,2.6,,1.0,,Во двор,Дизайнерский,1989.0,Панельный,Нет,Наземная
86,295653314.0,27/11/2023  14:21,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295653314/,Санкт-Петербург,4,23,1,17.7,960,17000,Красногвардейский, Чарушинская,24к1,Девяткино,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.7,,,,1.0,1 лоджия,Во двор,Косметический,2023.0,Монолитный,Нет,Открытая
87,295652324.0,27/11/2023  11:30,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295652324/,Санкт-Петербург,15,26,1,23.0,782,18000,Красногвардейский, Чарушинская,22к1,Гражданский проспект,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,2.6,,1.0,1 лоджия,На улицу,Косметический,2020.0,Монолитный,Нет,
88,295651853.0,27/11/2023  11:02,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295651853/,Санкт-Петербург,15,26,1,23.0,1000,23000,Приморский,набережная Реки Каменки,19к3,Проспект Просвещения,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,,2.7,,1.0,1 лоджия,,Евроремонт,2021.0,Панельный,Нет,
